Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	CStart	CStop	NumExons
chr2	85239758	85240688	Olfr992	930	-	NM_146865	85239758	85240688	1
chr2	85254089	85255034	Olfr993	945	-	NM_146435	85254089	85255034	1
chr2	85270039	85270984	Olfr994	945	-	NM_146433	85270039	85270984	1
chr2	85278365	85279313	Olfr995	948	-	NM_146434	85278365	85279313	1
chr2	85324248	85359092	4833423E24Rik	34844	-	NM_001081664	85324300	85358923	12
chr2	85419371	85420439	Olfr996	1068	+	NM_146437	85419397	85420342	1
chr2	85430666	85431678	Olfr998	1012	+	NM_146436	85430698	85431643	1
chr2	85448120	85449065	Olfr1000	945	-	NM_001011695	85448120	85449065	1
chr2	85487519	85488476	Olfr1002	957	-	NM_146573	85487519	85488476	1
chr2	85503533	85504612	Olfr154	1079	-	NM_013728	85503632	85504589	1
chr2	85514367	85518898	Olfr1006	4531	-	NM_146570	85514367	85515306	2
chr2	85529587	85530529	Olfr1008	942	+	NM_146866	85529587	85530529	1
chr2	85561563	85562508	Olfr1009	945	+	NM_146572	85561563	85562508	1
chr2	85593519	85594463	Olfr1010	944	+	NM_207149	85593519	85594463	2
chr2	85599595	85600531	Olfr1012	936	-	NM_146568	85599595	85600531	1
chr2	85609959	85610877	Olfr1013	918	+	NM_146762	85609959	85610877	1
chr2	85616742	85617660	Olfr1014	918	+	NM_146569	85616742	85617660	1
chr2	85625630	85626646	Olfr1015	1016	+	NM_146571	85625669	85626608	1
chr2	85639495	85640425	Olfr1016	930	-	NM_001011758	85639495	85640425	1
chr2	85663129	85664065	Olfr1018	936	+	NM_146586	85663129	85664065	1
chr2	85681013	85681946	Olfr1019	933	-	NM_147015	85681013	85681946	1
chr2	85689576	85690655	Olfr1020	1079	+	NM_146580	85689610	85690564	1
chr2	85708750	85709698	Olfr1022	948	+	NM_146589	85708750	85709698	1
chr2	85726958	85727894	Olfr1023	936	+	NM_146587	85726958	85727894	1
chr2	85744225	85745209	Olfr1024	984	-	NM_001005230	85744225	85745209	1
chr2	85763426	85764350	Olfr1026	924	+	NM_146584	85763426	85764350	1
chr2	85791221	85792196	Olfr1028	975	+	NM_001011774	85791221	85792196	1
chr2	85815369	85816430	Olfr1029	1061	+	NM_001011852	85815401	85816376	1
chr2	85819468	85824955	Olfr1030	5487	+	NM_146588	85823998	85824955	2
chr2	85831975	85832986	Olfr1031	1011	+	NM_001011759	85831975	85832986	1
chr2	85847934	85848867	Olfr1032	933	+	NM_146579	85847934	85848867	1
chr2	85860796	85884965	Olfr1033	24169	+	NM_146578	85881473	85882406	3
chr2	85886600	85887623	Olfr1034	1023	+	NM_001011872	85886640	85887573	1
chr2	85914860	85915875	Olfr1036	1015	+	NM_207142	85914898	85915831	1
chr2	85924886	85926011	Olfr1037	1125	-	NM_001011532	85924966	85925932	1
chr2	85960380	85963194	Olfr1038-ps	2814	+	NM_147013	85962081	85963039	2
chr2	85970858	85971818	Olfr1039	960	-	NM_001011784	85970858	85971818	1
chr2	85985947	85986889	Olfr1040	942	-	NM_207561	85985947	85986889	1
chr2	85999501	86000598	Olfr1042	1097	-	NM_001011777	85999583	86000525	1
chr2	86002159	86003104	Olfr1043	945	-	NM_146577	86002159	86003104	1
chr2	86011027	86011972	Olfr1044	945	-	NM_147011	86011027	86011972	1
chr2	86021306	86022266	Olfr52	960	-	NM_146583	86021306	86022266	1
chr2	86037959	86038907	Olfr1045	948	-	NM_147017	86037959	86038907	1
chr2	86056914	86057865	Olfr1046	951	-	NM_146582	86056914	86057865	1
chr2	86068166	86069126	Olfr1047	960	-	NM_147012	86068166	86069126	1
chr2	86076027	86076990	Olfr1048	963	-	NM_147014	86076027	86076990	1
chr2	86094921	86095848	Olfr1049	927	-	NM_147016	86094921	86095848	1
chr2	86115715	86116642	Olfr1051	927	-	NM_207562	86115715	86116642	1
chr2	86137974	86138913	Olfr1052	939	+	NM_147010	86137974	86138913	1
chr2	86154499	86155442	Olfr1053	943	-	NM_001177857	86154499	86155441	1
chr2	86172572	86173511	Olfr1054	939	-	NM_147019	86172572	86173511	1
chr2	86186880	86187921	Olfr1055	1041	-	NM_001310551	86186880	86187921	1
chr2	86195515	86196594	Olfr1056	1079	-	NM_147018	86195595	86196537	1
chr2	86214619	86215567	Olfr1057	948	-	NM_207563	86214619	86215567	1
chr2	86225622	86226573	Olfr1058	951	-	NM_146391	86225622	86226573	1
chr2	86253265	86254207	Olfr1061	942	-	NM_207134	86253265	86254207	1
chr2	86262875	86263831	Olfr1062	956	-	NM_147078	86262883	86263831	1
chr2	86285169	86286161	Olfr1065	992	-	NM_146408	86285195	86286137	1
chr2	86295484	86296426	Olfr1066	942	-	NM_001011735	86295484	86296426	1
chr2	86322955	86323897	Olfr228	942	-	NM_146405	86322955	86323897	1
chr2	86348617	86349559	Olfr1076	942	+	NM_146406	86348617	86349559	1
chr2	86365819	86368584	Olfr1077-ps1	2765	-	NR_033507	86368584	86368584	2
chr2	86378122	86379070	Olfr1079	948	-	NM_146407	86378122	86379070	1
chr2	86393337	86398295	Olfr1080	4958	-	NM_146409	86393337	86394279	2
chr2	86434041	86438966	Olfr1082	4925	-	NM_207674	86434041	86434983	2
chr2	86478921	86479875	Olfr1084	954	-	NM_207135	86478921	86479863	1
chr2	86497671	86498613	Olfr1085	942	-	NM_146590	86497671	86498613	1
chr2	86516555	86517488	Olfr1086	933	-	NM_146592	86516555	86517488	1
chr2	86530188	86531130	Olfr1087	942	-	NM_146846	86530188	86531130	1
chr2	86572831	86573767	Olfr1089	936	-	NM_001011771	86572831	86573767	1
chr2	86593951	86594893	Olfr1090	942	-	NM_146847	86593951	86594893	1
chr2	86625888	86626857	Olfr1093	969	+	NM_146366	86625888	86626857	1
chr2	86646177	86647154	Olfr141	977	-	NM_181818	86646206	86647154	1
chr2	86668832	86669979	Olfr1094	1147	+	NM_146365	86668910	86669903	1
chr2	86690926	86691853	Olfr1095	927	-	NM_146730	86690926	86691853	1
chr2	86730382	86732320	Olfr1097	1938	-	NM_146843	86730382	86731330	2
chr2	86762739	86763687	Olfr1098	948	-	NM_146845	86762739	86763687	1
chr2	86798674	86799613	Olfr1099	939	-	NM_146768	86798674	86799613	1
chr2	86817985	86818951	Olfr1100	966	-	NM_146594	86817985	86818951	1
chr2	86828398	86829331	Olfr1101	933	-	NM_146591	86828398	86829331	1
chr2	86842088	86843151	Olfr1102	1063	+	NM_207154	86842127	86843102	1
chr2	86861766	86862699	Olfr1104	933	-	NM_146767	86861766	86862699	1
chr2	86873437	86874376	Olfr1105	939	-	NM_001011825	86873437	86874376	1
chr2	86888452	86889391	Olfr1106	939	-	NM_146752	86888452	86889391	1
chr2	86911272	86912380	Olfr1107	1108	-	NM_146844	86911350	86912289	1
chr2	86932613	86933552	Olfr1109	939	-	NM_146766	86932613	86933552	1
chr2	86947603	86948542	Olfr259	939	-	NM_146770	86947603	86948542	1
chr2	86975537	86976476	Olfr1110	939	-	NM_146769	86975537	86976476	1
chr2	86989876	86990816	Olfr1111	940	-	NM_146593	86989877	86990816	1
chr2	87031845	87032802	Olfr1112	957	+	NM_146661	87031845	87032802	1
chr2	87053050	87054031	Olfr1113	981	+	NM_207565	87053050	87054031	1
chr2	87091996	87093098	Olfr1115	1102	+	NM_146297	87092095	87093076	1
chr2	87109002	87109926	Olfr1116	924	+	NM_001011734	87109002	87109926	1
chr2	87148920	87149916	Olfr1118	996	+	NM_207632	87148947	87149871	1
chr2	87197602	87198547	Olfr1120	945	+	NM_147029	87197602	87198547	1
chr2	87211690	87212635	Olfr1121	945	+	NM_146348	87211690	87212635	1
chr2	87227863	87228844	Olfr1122	981	+	NM_147031	87227863	87228844	1
chr2	87258206	87259178	Olfr1123	972	+	NM_146350	87258206	87259178	1
chr2	87274645	87275602	Olfr1124	957	+	NM_147028	87274645	87275602	1
chr2	87297323	87298268	Olfr1126	945	+	NM_146837	87297323	87298268	1
chr2	87329244	87332575	Pramel7	3331	-	NM_178250	87329664	87332575	3
chr2	87348614	87351022	Pramel6	2408	+	NM_178249	87348614	87350940	3
chr2	87372191	87373115	Olfr153	924	+	NM_206823	87372191	87373115	1
chr2	87384763	87385699	Olfr1128	936	-	NM_146349	87384763	87385699	1
chr2	87415242	87416187	Olfr1129	945	+	NM_001011836	87415242	87416187	1
chr2	87446368	87448491	Olfr1130	2123	+	NM_146838	87447546	87448491	2
chr2	87468621	87469551	Olfr1131	930	+	NM_146658	87468621	87469551	1
chr2	87474975	87475902	Olfr1132	927	-	NM_146836	87474975	87475902	1
chr2	87485336	87486278	Olfr1133	942	-	NM_146351	87485336	87486278	1
chr2	87496081	87498614	Olfr1134	2533	-	NM_147030	87496137	87497076	2
chr2	87511589	87512522	Olfr1135	933	-	NM_146660	87511589	87512522	1
chr2	87533037	87534104	Olfr1136	1067	-	NM_146659	87533104	87534037	1
chr2	87551128	87552061	Olfr1137	933	-	NM_001011833	87551128	87552061	1
chr2	87577543	87578479	Olfr1138	936	-	NM_146639	87577543	87578479	1
chr2	87586317	87587337	Olfr1140	1020	+	NM_146642	87586354	87587290	1
chr2	87593212	87594148	Olfr1141	936	-	NM_146637	87593212	87594148	1
chr2	87622692	87623643	Olfr152	951	+	NM_146646	87622692	87623643	1
chr2	87642547	87643492	Olfr1143	945	+	NM_146293	87642547	87643492	1
chr2	87649978	87650956	Olfr1145	978	+	NM_146320	87649978	87650956	1
chr2	87673197	87674142	Olfr1148	945	+	NM_001011519	87673197	87674142	1
chr2	87697333	87698260	Olfr1151	927	+	NM_146638	87697333	87698260	1
chr2	87708149	87709082	Olfr1152	933	+	NM_001011834	87708149	87709082	1
chr2	87736333	87737290	Olfr1153	957	+	NM_146640	87736333	87737290	1
chr2	87742898	87743831	Olfr1154	933	-	NM_146647	87742898	87743831	1
chr2	87782838	87783783	Olfr1155	945	-	NM_146643	87782838	87783783	1
chr2	87789346	87790422	Olfr1156	1076	-	NM_146817	87789416	87790388	1
chr2	87802108	87808414	Olfr1157	6306	-	NM_146849	87802108	87803047	2
chr2	87813863	87814820	Olfr74	957	-	NM_054091	87813863	87814820	1
chr2	87830269	87831211	Olfr1158	942	+	NM_146645	87830269	87831211	1
chr2	87845973	87846933	Olfr1160	960	-	NM_146649	87845973	87846933	1
chr2	87864858	87865870	Olfr1161	1012	+	NM_146848	87864880	87865846	1
chr2	87874352	87875294	Olfr73	942	-	NM_054090	87874352	87875294	1
chr2	87889834	87890779	Olfr1162	945	-	NM_001011835	87889834	87890779	1
chr2	87910521	87911564	Olfr1163	1043	-	NM_146644	87910586	87911537	1
chr2	87933011	87934123	Olfr1164	1112	-	NM_146641	87933110	87934091	1
chr2	87963516	87965150	Olfr1166	1634	-	NM_146650	87964189	87965140	1
chr2	87989140	87990240	Olfr1167	1100	-	NM_146294	87989223	87990174	1
chr2	88025035	88025974	Olfr1168	939	+	NM_146531	88025035	88025974	1
chr2	88064236	88065187	Olfr1170	951	-	NM_146532	88064236	88065187	1
chr2	88114265	88115204	Olfr1173	939	-	NM_207566	88114265	88115204	1
chr2	88179723	88180671	Olfr1176	948	+	NM_146771	88179723	88180671	1
chr2	88231405	88232377	Olfr1178	972	+	NM_001011868	88231405	88232377	1
chr2	88242165	88243089	Olfr1179	924	-	NM_146917	88242165	88243089	1
chr2	88251783	88252846	Olfr1180	1063	-	NM_146918	88251883	88252813	1
chr2	88263244	88264180	Olfr1181	936	-	NM_001011816	88263244	88264180	1
chr2	88286175	88289278	Olfr1182	3103	-	NM_001011535	88286175	88287093	3
chr2	88301498	88302410	Olfr1183	912	+	NM_146529	88301498	88302410	1
chr2	88326890	88327826	Olfr1184	936	+	NM_146823	88326890	88327826	1
chr2	88365657	88366747	Olfr1186	1090	+	NM_146530	88365741	88366653	1
chr2	88399607	88400575	Olfr1188	968	+	NM_146919	88399627	88400566	1
chr2	88431962	88432883	Olfr1189	921	+	NM_146772	88431962	88432883	1
chr2	88518013	88518970	Olfr1193	957	+	NM_001011517	88518013	88518970	1
chr2	88522960	88523887	Olfr1195	927	-	NM_146753	88522960	88523887	1
chr2	88540539	88541484	Olfr1196	945	-	NM_146464	88540539	88541484	1
chr2	88568809	88569754	Olfr1197	945	-	NM_001005225	88568809	88569754	1
chr2	88586116	88587043	Olfr1198	927	-	NM_207567	88586116	88587043	1
chr2	88595897	88596830	Olfr1199	933	-	NM_146458	88595897	88596830	1
chr2	88607459	88608470	Olfr1200	1011	-	NM_001005227	88607459	88608470	1
chr2	88634540	88635464	Olfr1201	924	+	NM_146895	88634540	88635464	1
chr2	88657329	88658259	Olfr1202	930	+	NM_146462	88657329	88658259	1
chr2	88669913	88672199	Olfr1205	2286	+	NM_146896	88671275	88672199	2
chr2	88692108	88693038	Olfr1204	930	+	NM_146463	88692108	88693038	1
chr2	88704763	88705687	Olfr1206	924	+	NM_001001810	88704763	88705687	1
chr2	88736825	88737752	Olfr1208	927	-	NM_146778	88736825	88737752	1
chr2	88749615	88750548	Olfr1209	933	-	NM_146461	88749615	88750548	1
chr2	88769534	88770470	Olfr1211	936	-	NM_001011804	88769534	88770470	1
chr2	88798624	88799560	Olfr1212	936	+	NM_207140	88798624	88799560	1
chr2	88813110	88820424	Olfr1213	7314	-	NM_146898	88813110	88814046	3
chr2	88827421	88828357	Olfr1214	936	-	NM_146897	88827421	88828357	1
chr2	88841504	88842447	Olfr1215	943	-	NM_146459	88841504	88842443	1
chr2	88853283	88854219	Olfr1216	936	-	NM_146893	88853283	88854219	1
chr2	88863151	88864256	Olfr1217	1105	-	NM_146901	88863243	88864158	1
chr2	88894645	88895581	Olfr1218	936	-	NM_146818	88894645	88895581	1
chr2	88914310	88915246	Olfr1219	936	-	NM_146899	88914310	88915246	1
chr2	88937094	88938120	Olfr1220	1026	-	NM_146900	88937146	88938082	1
chr2	88951731	88952667	Olfr1221	936	-	NM_146902	88951731	88952667	1
chr2	88964950	88965886	Olfr1222	936	-	NM_001011860	88964950	88965886	1
chr2	88984242	88991493	Olfr1223	7251	-	NM_146892	88984242	88985178	2
chr2	89010375	89011402	Olfr1225	1027	-	NM_146891	89010431	89011367	1
chr2	89033256	89034189	Olfr1226	933	-	NM_146967	89033256	89034189	1
chr2	89088877	89089849	Olfr1228	972	-	NM_146971	89088877	89089849	1
chr2	89122352	89123288	Olfr1229	936	-	NM_001011761	89122352	89123288	1
chr2	89136507	89137425	Olfr1230	918	-	NM_146789	89136507	89137425	1
chr2	89142805	89143747	Olfr1231	942	-	NM_146454	89142805	89143747	1
chr2	89165399	89166335	Olfr1232	936	-	NM_146323	89165399	89166335	1
chr2	89179539	89180457	Olfr1233	918	-	NM_146972	89179539	89180457	1
chr2	89202639	89203584	Olfr1234	945	-	NM_146973	89202639	89203584	1
chr2	89246286	89247234	Olfr1238	948	-	NM_146790	89246286	89247234	1
chr2	89257650	89258568	Olfr1239	918	-	NM_146970	89257650	89258568	1
chr2	89279426	89280500	Olfr1240	1074	-	NM_146808	89279489	89280434	1
chr2	89322345	89323290	Olfr1241	945	-	NM_146455	89322345	89323290	1
chr2	89333450	89334503	Olfr1242	1053	-	NM_146968	89333546	89334467	1
chr2	89367647	89368565	Olfr1243	918	-	NM_146969	89367647	89368565	1
chr2	89414868	89415930	Olfr1245	1062	-	NM_146788	89414957	89415881	1
chr2	89430225	89431303	Olfr1246	1078	-	NM_146792	89430325	89431270	1
chr2	89449245	89450310	Olfr1247	1065	-	NM_146966	89449312	89450257	1
chr2	89457324	89458402	Olfr1248	1078	-	NM_146791	89457423	89458347	1
chr2	89470096	89471053	Olfr1249	957	-	NM_001011796	89470096	89471053	1
chr2	89496651	89497596	Olfr1250	945	-	NM_146965	89496651	89497596	1
chr2	89507084	89508041	Olfr1251	957	-	NM_001011529	89507084	89508041	1
chr2	89561321	89562266	Olfr1252	945	-	NM_207568	89561321	89562266	1
chr2	89592026	89592983	Olfr1253	957	-	NM_146373	89592026	89592983	1
chr2	89628562	89629507	Olfr1254	945	-	NM_146476	89628562	89629507	1
chr2	89656484	89657417	Olfr1255	933	+	NM_146977	89656484	89657417	1
chr2	89675179	89676100	Olfr1256	921	-	NM_146983	89675179	89676100	1
chr2	89684222	89685128	Olfr48	906	-	NM_010990	89684222	89685128	1
chr2	89720984	89721914	Olfr1257	930	+	NM_146982	89720984	89721914	1
chr2	89769967	89770903	Olfr1258	936	+	NM_146978	89769967	89770903	1
chr2	89783340	89784270	Olfr1259	930	-	NM_146341	89783340	89784270	1
chr2	89817936	89818869	Olfr1260	933	+	NM_146981	89817936	89818869	1
chr2	89833551	89834472	Olfr1261	921	+	NM_146474	89833551	89834472	1
chr2	89842564	89843479	Olfr1262	915	+	NM_146974	89842564	89843479	1
chr2	89855088	89856009	Olfr1263	921	+	NM_146794	89855088	89856009	1
chr2	89861294	89862221	Olfr1264	927	-	NM_021368	89861294	89862221	1
chr2	89877077	89878007	Olfr1265	930	+	NM_146343	89877077	89878007	1
chr2	89891570	89892479	Olfr140	909	-	NM_020515	89891570	89892479	1
chr2	89958823	89959753	Olfr1269	930	-	NM_146342	89958823	89959753	1
chr2	89978336	89982450	Olfr32	4114	-	NM_010980	89978367	89979294	5
chr2	89989175	89990193	Olfr1270	1018	-	NM_146985	89989246	89990161	1
chr2	90061723	90064628	Gm13769	2905	-	NM_001270423	90061723	90062653	2
chr2	90092225	90093143	Olfr142	918	-	NM_146984	90092225	90093143	1
chr2	90105667	90106585	Olfr1271	918	-	NM_146793	90105667	90106585	1
chr2	90121803	90122730	Olfr1272	927	-	NM_146980	90121803	90122730	1
chr2	90136092	90137016	Olfr1273-ps	924	-	NM_146975	90136092	90137016	1
chr2	90162378	90165283	Olfr1506	2905	+	NM_146265	90164353	90165283	2
chr2	90240796	90241831	Olfr1274-ps	1035	+	NM_146263	90240819	90241749	1
chr2	90273045	90420804	Ptprj	147759	-	NM_008982	90276566	90420744	24
chr2	90517371	90576485	Nup160	59114	+	NM_021512	90519565	90575661	37
chr2	90585526	90621177	Fnbp4	35651	+	NM_018828	90585613	90619808	17
chr2	90622900	90656388	Agbl2	33488	+	NM_178755	90624182	90655670	18
chr2	90687311	90706967	Mtch2	19656	+	NM_001317242	90687455	90705427	13
chr2	90725942	90730683	C1qtnf4	4741	+	NM_026161	90729541	90730522	2
chr2	90734792	90744878	Ndufs3	10086	-	NM_026688	90734866	90744804	7
chr2	90744896	90750718	Kbtbd4	5822	+	NM_001311116	90744950	90750034	4
chr2	90750869	90758207	Ptpmt1	7338	-	NM_025576	90751341	90758143	4
chr2	90780553	90859654	Celf1	79101	+	NM_017368	90827902	90853522	15
chr2	90875783	90885886	Rapsn	10103	+	NM_009023	90875953	90885675	8
chr2	90894172	90899595	Psmc3	5423	+	NM_008948	90894404	90899521	12
chr2	90901937	90910472	Slc39a13	8535	-	NM_026721	90903059	90908888	10
chr2	90936953	90955913	Spi1	18960	+	NM_011355	90937105	90955551	5
chr2	90958300	90976673	Mybpc3	18373	+	NM_008653	90958325	90976271	32
chr2	90977516	91023204	Madd	45688	-	NM_001177719	90978888	91019394	35
chr2	91024217	91035273	Nr1h3	11056	-	NM_001177730	91024492	91033816	10
chr2	91043068	91054255	Acp2	11187	+	NM_007387	91043091	91050897	11
chr2	91051738	91077223	Ddb2	25485	-	NM_028119	91052104	91076973	10
chr2	91077302	91078514	A330069E16Rik	1212	+	NR_015464	91078514	91078514	2
chr2	91096321	91104837	Pacsin3	8516	+	NM_001289677	91100364	91104463	10
chr2	91105271	91117528	Arfgap2	12257	+	NM_001166024	91105489	91115942	17
chr2	91113396	91284871	1110051M20Rik	171475	-	NM_001311144	91117131	91284771	9
chr2	91297687	91354058	Lrp4	56371	+	NM_172668	91297857	91351918	38
chr2	91386478	91460822	Ckap5	74344	+	NM_029437	91386515	91460381	43
chr2	91436237	91436335	Snord67	98	+	NR_028553	91436335	91436335	1
chr2	91465476	91476614	F2	11138	-	NM_010168	91465589	91476553	14
chr2	91483844	91489948	Zfp408	6104	-	NM_001033451	91485131	91489328	4
chr2	91490274	91512477	Arhgap1	22203	+	NR_027371	91512477	91512477	14
chr2	91514768	91550749	Atg13	35981	-	NM_145528	91516542	91536143	16
chr2	91551106	91561723	Harbi1	10617	+	NM_178724	91552352	91560890	3
chr2	91570294	91759006	Ambra1	188712	+	NM_001080754	91606722	91757980	19
chr2	91762345	91769986	Chrm4	7641	+	NM_007699	91767405	91768845	2
chr2	91769961	91772454	Mdk	2493	-	NM_010784	91770246	91771604	5
chr2	91772978	91803720	Dgkz	30742	-	NM_138306	91773565	91803603	31
chr2	91785026	91785087	Mir6999	61	-	NR_105965	91785087	91785087	1
chr2	91822484	91864327	Creb3l1	41843	-	NM_011957	91823127	91864262	12
chr2	92024338	92204823	Phf21a	180485	+	NM_138755	92061718	92200580	18
chr2	92032133	92032231	Mir1955	98	+	NR_035480	92032231	92032231	1
chr2	92205202	92211214	Gyltl1b	6012	-	NM_001290773	92205442	92210995	15
chr2	92214832	92221377	Pex16	6545	+	NR_028114	92221377	92221377	11
chr2	92223074	92223760	1700029I15Rik	686	+	NM_183112	92223104	92223726	3
chr2	92223832	92241420	Mapk8ip1	17588	-	NM_011162	92224505	92241283	12
chr2	92227540	92227603	Mir7000	63	-	NR_105966	92227603	92227603	1
chr2	92243803	92274226	Cry2	30423	-	NM_009963	92251784	92274180	12
chr2	92249048	92272465	D930015M05Rik	23417	+	NR_040621	92272465	92272465	4
chr2	92292921	92300675	Slc35c1	7754	-	NM_145832	92294371	92299316	3
chr2	92432362	92432434	Mir7221	72	+	NR_106080	92432434	92432434	1
chr2	92434758	92434833	Mir7222	75	+	NR_106081	92434833	92434833	1
chr2	92439863	92455409	Chst1	15546	+	NM_023850	92453341	92454577	3
chr2	92755257	92796208	Syt13	40951	+	NM_030725	92755343	92793824	6
chr2	92815062	92886301	Prdm11	71239	-	NM_001177536	92815062	92854040	7
chr2	92869504	92873602	4631405J19Rik	4098	+	NR_110333	92873602	92873602	6
chr2	93027740	93041914	Trp53i11	14174	+	NM_001025246	93037776	93040076	8
chr2	93041916	93174644	Tspan18	132728	-	NM_183180	93044531	93062931	10
chr2	93243703	93257987	Gm13807	14284	+	NR_040529	93257987	93257987	6
chr2	93259258	93303107	Cd82	43849	-	NM_001136055	93260021	93277607	10
chr2	93262085	93262164	Mir7001	79	-	NR_105967	93262164	93262164	1
chr2	93292975	93310031	Gm10804	17056	+	NR_040532	93310031	93310031	5
chr2	93482590	93521496	Alx4	38906	+	NM_007442	93482815	93517718	4
chr2	93535787	93662725	Ext2	126938	-	NM_010163	93536289	93654091	14
chr2	93673623	93690100	Accs	16477	-	NM_001290782	93675887	93688364	15
chr2	93695516	93709314	Accsl	13798	-	NM_001033452	93695884	93709200	15
chr2	93795966	93797257	Gm13889	1291	-	NM_001145034	93796543	93796915	1
chr2	93820190	93823732	Alkbh3os1	3542	+	NR_045827	93823732	93823732	4
chr2	93820790	93850887	Alkbh3	30097	-	NM_026944	93821041	93848678	10
chr2	93872853	93998066	Hsd17b12	125213	-	NM_019657	93873713	93998026	11
chr2	94081520	94081610	Mir129-2	90	-	NR_029752	94081610	94081610	1
chr2	94081534	94081599	Mir129b	65	+	NR_106139	94081599	94081599	1
chr2	94101456	94101556	Mir670	100	-	NR_030431	94101556	94101556	1
chr2	94140922	94246846	Ttc17	105924	-	NM_183106	94141892	94246822	25
chr2	94246863	94251837	2810002D19Rik	4974	+	NR_027831	94251837	94251837	2
chr2	94251883	94278343	Api5	26460	-	NM_001305258	94253860	94278149	14
chr2	96158325	97471821	Lrrc4c	1313496	+	NM_001289742	97469187	97471110	8
chr2	101400937	101469143	B230118H07Rik	68206	-	NM_026592	101402346	101450813	7
chr2	101464904	101472685	Rag2	7781	+	NM_009020	101469503	101471087	3
chr2	101478410	101489689	Rag1	11279	-	NM_009019	101481829	101484952	2
chr2	101518576	101541825	Traf6	23249	+	NM_009424	101524657	101537656	8
chr2	101554441	101679137	Prr5l	124696	-	NM_001110849	101557222	101612450	10
chr2	101726418	101741796	Commd9	15378	+	NM_029635	101726425	101741225	6
chr2	101790357	102026617	Ldlrad3	236260	-	NM_178886	101793094	102026482	6
chr2	102140275	102241057	Trim44	100782	-	NM_020267	102144633	102240841	5
chr2	102289522	102291949	Fjx1	2427	-	NM_010218	102290392	102291745	1
chr2	102390177	102483197	Pamr1	93020	+	NM_173749	102390348	102482677	11
chr2	102498839	102630941	Slc1a2	132102	+	NM_001077514	102499441	102621691	11
chr2	102651299	102741822	Cd44	90523	-	NM_009851	102654289	102741503	19
chr2	102861212	102913670	Pdhx	52458	-	NM_175094	102862167	102913606	11
chr2	102913831	102932806	Apip	18975	+	NM_019735	102913944	102932721	7
chr2	103103589	103143353	Ehf	39764	-	NM_007914	103106928	103123774	9
chr2	103178757	103212921	A930006I01Rik	34164	-	NR_040332	103212921	103212921	3
chr2	103217800	103229201	BC016548	11401	-	NR_130965	103229201	103229201	3
chr2	103252254	103291145	Elf5	38891	+	NM_001145813	103270449	103289817	7
chr2	103294060	103325310	Cat	31250	-	NM_009804	103294912	103325195	13
chr2	103406466	103558580	Abtb2	152114	+	NM_178890	103406883	103557514	17
chr2	103561415	103601407	Nat10	39992	-	NM_153126	103561979	103597935	29
chr2	103603101	103637797	Caprin1	34696	-	NM_016739	103606955	103637097	19
chr2	103644608	103650779	4930547E08Rik	6171	-	NR_040514	103650779	103650779	4
chr2	103741107	103754125	Lincred1	13018	+	NR_131913	103754125	103754125	7
chr2	103798151	103822035	Lmo2	23884	+	NM_001142337	103810828	103821251	4
chr2	103867955	103903394	Fbxo3	35439	+	NM_212433	103868019	103900242	11
chr2	103911166	103925114	Cd59b	13948	+	NM_181858	103919032	103924805	4
chr2	103935957	103955567	Cd59a	19610	+	NM_001111060	103944345	103954337	5
chr2	103962925	103964903	A930018P22Rik	1978	+	NM_026634	103962987	103964731	2
chr2	103983231	104250491	D430041D05Rik	267260	-	NM_001033347	103988937	104250320	21
chr2	104266638	104334646	Hipk3	68008	-	NM_001145824	104270011	104312002	16
chr2	104269017	104269097	Mir1902	80	-	NR_035432	104269097	104269097	1
chr2	104399340	104411586	Platr14	12246	+	NR_040322	104411586	104411586	4
chr2	104430640	104505582	Cstf3	74942	+	NM_145529	104430832	104505076	21
chr2	104520136	104552319	Tcp11l1	32183	-	NM_177190	104521912	104546675	10
chr2	104554082	104556447	Pin1rt1	2365	-	NM_001033768	104554462	104554942	2
chr2	104561943	104582958	Depdc7	21015	-	NM_144804	104562081	104582911	9
chr2	104594949	104656853	Qser1	61904	-	NM_001123327	104598621	104630352	12
chr2	104670897	104690007	Prrg4	19110	-	NM_178695	104672735	104689335	6
chr2	104726480	104839894	Ccdc73	113414	+	NM_177600	104747717	104839341	18
chr2	104839813	104857184	Eif3m	17371	-	NM_145380	104839877	104857144	11
chr2	104916694	104966667	Wt1os	49973	-	NR_015462	104966667	104966667	7
chr2	104966685	105013771	Wt1	47086	+	NM_144783	104966953	105012501	10
chr2	105064498	105220017	Them7	155519	+	NM_028747	105124792	105219165	4
chr2	105226104	105239476	Rcn1	13372	-	NM_009037	105228075	105239362	6
chr2	105376236	105510487	Pax6os1	134251	-	NR_002867	105510487	105510487	4
chr2	105498018	105501500	Paupar	3482	-	NR_117095	105501500	105501500	1
chr2	105509052	105538567	Pax6	29515	+	NM_001244198	105520454	105536512	13
chr2	105537476	105744721	Elp4	207245	-	NM_023876	105542886	105744645	10
chr2	105744794	105805715	Immp1l	60921	+	NM_028260	105770904	105805489	7
chr2	105806864	105843706	Dnajc24	36842	-	NM_026992	105807120	105842193	5
chr2	106303979	106363260	Gm14015	59281	-	NR_040637	106363260	106363260	3
chr2	106533615	106708517	Mpped2	174902	+	NM_001143683	106539564	106707223	7
chr2	106802685	106814554	Arl14ep	11869	-	NM_001025102	106804972	106809651	5
