uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YDL242W	chrIV	+	18958	19312	18958	19312	1	18958,	19312,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	YDL242W	354	354
YDL241W	chrIV	+	20634	21006	20634	21006	1	20634,	21006,	Q07738	Putative protein of unknown function  YDL241W is not an essential gene	YDL241W	372	372
YDL240C-A	chrIV	-	22470	22608	22470	22608	1	22470,	22608,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  identified by sequence comparison with hemiascomycetous yeast species	YDL240C-A	138	138
YDL240W	chrIV	+	22822	25876	22822	25876	1	22822,	25876,	P35688	Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity  appears to specifically regulate 1,3-beta-glucan synthesis	LRG1	3054	3054
YDL239C	chrIV	-	26402	28775	26402	28775	1	26402,	28775,	Q07732	Protein required for spore wall formation, thought to mediate assembly of a Don1p-containing structure at the leading edge of the prospore membrane via interaction with spindle pole body components  potentially phosphorylated by Cdc28p	ADY3	2373	2373
YDL238C	chrIV	-	28984	30454	28984	30454	1	28984,	30454,	Q07729	Guanine deaminase, a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine  activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures	GUD1	1470	1470
YDL237W	chrIV	+	30656	31829	30656	31829	1	30656,	31829,	Q07716	Putative protein of unknown function, required for respiratory growth  YDL237W is not an essential gene	AIM6	1173	1173
YDL236W	chrIV	+	32295	33234	32295	33234	1	32295,	33234,	P19881	Alkaline phosphatase specific for p-nitrophenyl phosphate  also has protein phosphatase activity	PHO13	939	939
YDL235C	chrIV	-	33414	33918	33414	33918	1	33414,	33918,	Q07688	Phosphorelay intermediate protein, phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus	YPD1	504	504
YDL234C	chrIV	-	34236	36477	34236	36477	1	34236,	36477,	P48365	GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro)  involved in vesicle mediated protein trafficking	GYP7	2241	2241
YDL233W	chrIV	+	36796	38173	36796	38173	1	36796,	38173,	Q07684	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus  YDL233W is not an essential gene	YDL233W	1377	1377
YDL232W	chrIV	+	38486	38597	38486	38597	1	38486,	38597,	Q99380	Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes protein asparagine-linked glycosylation  type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex	OST4	111	111
YDL231C	chrIV	-	38866	42244	38866	42244	1	38866,	42244,	Q07660	Zinc finger protein containing five transmembrane domains  null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport	BRE4	3378	3378
YDL230W	chrIV	+	42699	43707	42699	43707	1	42699,	43707,	P25044	Phosphotyrosine-specific protein phosphatase that dephosphorylates a broad range of substrates in vivo, including Fpr3p  localized to the cytoplasm and the mitochondria  proposed to be a negative regulator of filamentation	PTP1	1008	1008
YDL229W	chrIV	+	44064	45906	44064	45906	1	44064,	45906,	P11484	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, functions with J-protein partner Zuo1p  may be involved in folding of newly-made polypeptide chains  member of the HSP70 family  interacts with phosphatase subunit Reg1p	SSB1	1842	1842
YDL228C	chrIV	-	45276	45918	45276	45918	1	45276,	45918,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  almost completely overlaps the verified gene SSB1	YDL228C	642	642
YDL227C	chrIV	-	46270	48031	46270	48031	1	46270,	48031,	C9ELN8	Site-specific endonuclease required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break  expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p and Ash1p	HO	1761	1761
YDL226C	chrIV	-	51114	52173	51114	52173	1	51114,	52173,	P35197	ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport  shares functional similarity with Glo3p	GCS1	1059	1059
YDL225W	chrIV	+	52444	54100	52444	54100	1	52444,	54100,	Q07657	One of five related septins (Cdc3p, Cdc10p, Cdc11p, Cdc12p, Shs1p) that form a cortical filamentous collar at the mother-bud neck which is necessary for normal morphogenesis and cytokinesis	SHS1	1656	1656
YDL224C	chrIV	-	54396	56346	54396	56346	1	54396,	56346,	Q07655	Putative RNA binding protein and partially redundant Whi3p homolog that regulates the cell size requirement for passage through Start and commitment to cell division	WHI4	1950	1950
YDL223C	chrIV	-	57264	60405	57264	60405	1	57264,	60405,	Q07653	Substrate of the Hub1p ubiquitin-like protein that localizes to the shmoo tip (mating projection)  mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis	HBT1	3141	3141
YDL222C	chrIV	-	60871	61801	60871	61801	1	60871,	61801,	Q07651	Integral membrane protein localized to mitochondria (untagged protein)  required for sporulation and maintaining sphingolipid content  has sequence similarity to SUR7 and YNL194C	FMP45	930	930
YDL221W	chrIV	+	62010	62562	62010	62562	1	62010,	62562,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the 3' end of essential gene CDC13	YDL221W	552	552
YDL220C	chrIV	-	62243	65018	62243	65018	1	62243,	65018,	P32797	Single stranded DNA-binding protein found at TG1-3 telomere G-tails  regulates telomere replication through recruitment of specific sub-complexes, but the essential function is telomere capping	CDC13	2775	2775
YDL219W	chrIV	+	65241	65765	65241	65765	2	65241,65377,	65306,65765,	Q07648	D-Tyr-tRNA(Tyr) deacylase, functions in protein translation, may affect nonsense suppression via alteration of the protein synthesis machinery  ubiquitous among eukaryotes	DTD1	524	524
YDL218W	chrIV	+	66492	67446	66492	67446	1	66492,	67446,	Q07629	Putative protein of unknown function  YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions  expression also induced in cells treated with the mycotoxin patulin	YDL218W	954	954
YDL217C	chrIV	-	67982	68606	67982	68606	1	67982,	68606,	Q12328	Essential core component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane  forms the channel through which proteins are imported	TIM22	624	624
YDL216C	chrIV	-	68996	70319	68996	70319	1	68996,	70319,	Q12468	Catalytic subunit of the COP9 signalosome (CSN) complex that acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases  metalloendopeptidase involved in the adaptation to pheromone signaling	RRI1	1323	1323
YDL215C	chrIV	-	70639	73918	70639	73918	1	70639,	73918,	P33327	NAD(+)-dependent glutamate dehydrogenase, degrades glutamate to ammonia and alpha-ketoglutarate  expression sensitive to nitrogen catabolite repression and intracellular ammonia levels	GDH2	3279	3279
YDL214C	chrIV	-	74445	76545	74445	76545	1	74445,	76545,	Q12310	Serine/threonine protein kinase that inhibits pheromone induced signalling downstream of MAPK, possibly at the level of the Ste12p transcription factor  mutant has increased aneuploidy tolerance	PRR2	2100	2100
YDL213C	chrIV	-	77288	77966	77288	77966	1	77288,	77966,	Q07623	rRNA-binding protein required for 40S ribosomal subunit biogenesis  contains an RNA recognition motif (RRM) and has similarity to hydrophilins  NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes	NOP6	678	678
YDL212W	chrIV	+	78425	79058	78425	79058	1	78425,	79058,	Q02774	Endoplasmic reticulum packaging chaperone, required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface	SHR3	633	633
YDL211C	chrIV	-	79293	80412	79293	80412	1	79293,	80412,	Q12121	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the vacuole	YDL211C	1119	1119
YDL210W	chrIV	+	84269	85985	84269	85985	1	84269,	85985,	P32837	Permease that serves as a gamma-aminobutyrate (GABA) transport protein involved in the utilization of GABA as a nitrogen source  catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA)  localized to the vacuolar membrane	UGA4	1716	1716
YDL209C	chrIV	-	86206	87226	86206	87226	1	86206,	87226,	Q12046	Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs  binds directly to U6 snRNA  similar to S. pombe Cwf2	CWC2	1020	1020
YDL208W	chrIV	+	87511	87982	87511	87982	1	87511,	87982,	P32495	Nuclear protein related to mammalian high mobility group (HMG) proteins, essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing	NHP2	471	471
YDL207W	chrIV	+	88247	89864	88247	89864	1	88247,	89864,	Q12315	Cytoplasmic nucleoporin required for polyadenylated RNA export  not essential for protein import  contains a nuclear export signal  when bound to inositol hexakisphosphate (IP6), functions as an activator for the ATPase activities of Dbp1p and Dbp5p at the nuclear pore complex during mRNA export	GLE1	1617	1617
YDL206W	chrIV	+	90175	92464	90175	92464	1	90175,	92464,	Q12424	Putative protein of unknown function  YDL206W is not an essential protein	YDL206W	2289	2289
YDL205C	chrIV	-	92761	93745	92761	93745	1	92761,	93745,	P28789	Porphobilinogen deaminase, catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis  localizes to the cytoplasm and nucleus  expression is regulated by Hap2p-Hap3p, but not by levels of heme	HEM3	984	984
YDL204W	chrIV	+	94604	95786	94604	95786	1	94604,	95786,	Q12443	Protein of unknown function  has similarity to mammalian reticulon proteins  member of the RTNLA (reticulon-like A) subfamily	RTN2	1182	1182
YDL203C	chrIV	-	96081	97953	96081	97953	1	96081,	97953,	Q07622	Protein that functions upstream of Pkc1p in the cell wall integrity pathway  GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS  non-tagged Ack1p is detected in purified mitochondria	ACK1	1872	1872
YDL202W	chrIV	+	98474	99224	98474	99224	1	98474,	99224,	P36521	Mitochondrial ribosomal protein of the large subunit	MRPL11	750	750
YDL201W	chrIV	+	99560	100421	99560	100421	1	99560,	100421,	Q12009	Subunit of a tRNA methyltransferase complex composed of Trm8p and Trm82p that catalyzes 7-methylguanosine modification of tRNA	TRM8	861	861
YDL200C	chrIV	-	100500	101067	100500	101067	1	100500,	101067,	P26188	DNA repair methyltransferase (6-O-methylguanine-DNA methylase) involved in protection against DNA alkylation damage	MGT1	567	567
YDL199C	chrIV	-	101289	103353	101289	103353	1	101289,	103353,	Q12407	Putative transporter, member of the sugar porter family	YDL199C	2064	2064
YDL198C	chrIV	-	103648	104551	103648	104551	1	103648,	104551,	P38988	Mitochondrial GTP/GDP transporter, essential for mitochondrial genome maintenance  has a role in mitochondrial iron transport  member of the mitochondrial carrier family	GGC1	903	903
YDL197C	chrIV	-	104916	106494	104916	106494	1	104916,	106494,	P32448	Anti-silencing protein that causes derepression of silent loci when overexpressed	ASF2	1578	1578
YDL196W	chrIV	+	106740	107070	106740	107070	1	106740,	107070,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  open reading frame is located in promoter region of essential gene SEC31	YDL196W	330	330
YDL195W	chrIV	+	107207	111029	107207	111029	1	107207,	111029,	P38968	Component of the Sec13p-Sec31p complex of the COPII vesicle coat, required for vesicle formation in ER to Golgi transport  mutant has increased aneuploidy tolerance	SEC31	3822	3822
YDL194W	chrIV	+	111579	114234	111579	114234	1	111579,	114234,	P10870	Plasma membrane low glucose sensor that regulates glucose transport  contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters  also senses fructose and mannose  similar to Rgt2p	SNF3	2655	2655
YDL193W	chrIV	+	114671	115799	114671	115799	1	114671,	115799,	Q12063	Putative prenyltransferase, required for cell viability  proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY	NUS1	1128	1128
YDL192W	chrIV	+	116320	116866	116320	116866	1	116320,	116866,	P11076	ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi  functionally interchangeable with Arf2p	ARF1	546	546
YDL191W	chrIV	+	117663	118517	117663	118517	2	117663,118157,	117666,118517,	P39741	Protein component of the large (60S) ribosomal subunit, identical to Rpl35Bp and has similarity to rat L35 ribosomal protein	RPL35A	854	854
YDL190C	chrIV	-	118706	121592	118706	121592	1	118706,	121592,	P54860	Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates  also functions as an E3	UFD2	2886	2886
YDL189W	chrIV	+	122215	123589	122215	123589	1	122215,	123589,	Q05672	Protein of unknown function, identified as a high copy suppressor of psk1 psk2 mutations that confer temperature-sensitivity for galactose utilization  proposed to bind single-stranded nucleic acids via its R3H domain	RBS1	1374	1374
YDL188C	chrIV	-	123864	124998	123864	124998	1	123864,	124998,	P23595	Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph21p  methylated at C terminus  forms alternate complexes with several regulatory subunits  involved in signal transduction and regulation of mitosis	PPH22	1134	1134
YDL187C	chrIV	-	125508	125838	125508	125838	1	125508,	125838,	n/a	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data	YDL187C	330	330
YDL186W	chrIV	+	125615	126449	125615	126449	1	125615,	126449,	P48568	Putative protein of unknown function  YDL186W is not an essential gene	YDL186W	834	834
YDL185C-A	chrIV	-	126607	126835	126607	126835	1	126607,	126835,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified gene YDL185W  identified by homology with hemiascomycetous yeast species	YDL185C-A	228	228
YDL185W	chrIV	+	126786	130002	126786	130002	1	126786,	130002,	P17255	Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase  protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease	VMA1	3216	3216
YDL184C	chrIV	-	130406	130484	130406	130484	1	130406,	130484,	P05746	Ribosomal protein L47 of the large (60S) ribosomal subunit, identical to Rpl41Bp and has similarity to rat L41 ribosomal protein  comprised of only 25 amino acids  rpl41a rpl41b double null mutant is viable	RPL41A	78	78
YDL182W	chrIV	+	133436	134723	133436	134723	1	133436,	134723,	P48570	Homocitrate synthase isozyme, catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway  highly similar to the other isozyme, Lys21p	LYS20	1287	1287
YDL181W	chrIV	+	135178	135436	135178	135436	1	135178,	135436,	P01097	Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase  inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p  has similarity to Stf1p  has a calmodulin-binding motif and binds calmodulin in vitro	INH1	258	258
YDL180W	chrIV	+	135895	137539	135895	137539	1	135895,	137539,	Q12301	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the vacuole	YDL180W	1644	1644
YDL179W	chrIV	+	138290	139205	138290	139205	1	138290,	139205,	Q12477	Cyclin, forms a functional kinase complex with Pho85p cyclin-dependent kinase (Cdk), expressed in late M/early G1 phase, activated by Swi5p	PCL9	915	915
YDL178W	chrIV	+	139521	141114	139521	141114	1	139521,	141114,	P46681	D-lactate dehydrogenase, located in the mitochondrial matrix	DLD2	1593	1593
YDL177C	chrIV	-	141208	141721	141208	141721	1	141208,	141721,	Q12257	Putative protein of unknown function  similar to the mouse IMPACT gene  YDL177C is not an essential gene	YDL177C	513	513
YDL176W	chrIV	+	142096	144223	142096	144223	1	142096,	144223,	Q12027	Protein of unknown function, predicted by computational methods to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation  interacts with components of the GID complex  YDL176W is not an essential gene	YDL176W	2127	2127
YDL175C	chrIV	-	144483	145518	144483	145518	1	144483,	145518,	Q12476	Zinc knuckle protein, involved in nuclear RNA processing and degredation as a component of the TRAMP complex  stimulates the poly(A) polymerase activity of Pap2p in vitro  functionally redundant with Air1p	AIR2	1035	1035
YDL174C	chrIV	-	145825	147589	145825	147589	1	145825,	147589,	P32891	D-lactate dehydrogenase, oxidizes D-lactate to pyruvate, transcription is heme-dependent, repressed by glucose, and derepressed in ethanol or lactate  located in the mitochondrial inner membrane	DLD1	1764	1764
YDL173W	chrIV	+	148190	149078	148190	149078	1	148190,	149078,	Q12515	Putative protein of unknown function  hyperphosphorylated upon rapamycin treatment in a Tap42p-dependent manner  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  PAR32 is not an essential gene	PAR32	888	888
YDL172C	chrIV	-	148606	149086	148606	149086	1	148606,	149086,	n/a	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data	YDL172C	480	480
YDL171C	chrIV	-	149202	155640	149202	155640	1	149202,	155640,	Q12680	NAD(+)-dependent glutamate synthase (GOGAT), synthesizes glutamate from glutamine and alpha-ketoglutarate  with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia  expression regulated by nitrogen source	GLT1	6438	6438
YDL170W	chrIV	+	156317	157904	156317	157904	1	156317,	157904,	P26370	Transcriptional activator necessary for gamma-aminobutyrate (GABA)-dependent induction of GABA genes (such as UGA1, UGA2, UGA4)  zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type  localized to the nucleus	UGA3	1587	1587
YDL169C	chrIV	-	158063	158735	158063	158735	1	158063,	158735,	P32772	Protein of unknown function, transcript accumulates in response to any combination of stress conditions	UGX2	672	672
YDL168W	chrIV	+	159603	160764	159603	160764	1	159603,	160764,	P32771	Bifunctional enzyme containing both alcohol dehydrogenase and glutathione-dependent formaldehyde dehydrogenase activities, functions in formaldehyde detoxification and formation of long chain and complex alcohols, regulated by Hog1p-Sko1p	SFA1	1161	1161
YDL167C	chrIV	-	160994	163154	160994	163154	1	160994,	163154,	P32770	Putative RNA binding protein of unknown function  localizes to stress granules induced by glucose deprivation  predicted to be involved in ribosome biogenesis	NRP1	2160	2160
YDL166C	chrIV	-	163448	164042	163448	164042	1	163448,	164042,	Q12055	Essential NTPase required for small ribosome subunit synthesis, mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p, may be the endonuclease for site D	FAP7	594	594
YDL165W	chrIV	+	164289	164865	164289	164865	1	164289,	164865,	P06100	Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation  basal transcription factor	CDC36	576	576
YDL164C	chrIV	-	164986	167254	164986	167254	1	164986,	167254,	P04819	DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication  also acts in nucleotide excision repair, base excision repair, and recombination	CDC9	2268	2268
YDL163W	chrIV	+	166955	167258	166955	167258	1	166955,	167258,	n/a	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data  partially overlaps the verified gene CDC9/YDL164C encoding DNA ligase	YDL163W	303	303
YDL162C	chrIV	-	167358	167715	167358	167715	1	167358,	167715,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps ENT1/YDL161W, a verified gene involved in endocytosis and actin cortical patch assembly	YDL162C	357	357
YDL161W	chrIV	+	167713	169078	167713	169078	1	167713,	169078,	Q12518	Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p  binds clathrin via a clathrin-binding domain motif at C-terminus	ENT1	1365	1365
YDL160C-A	chrIV	-	169365	169608	169365	169608	1	169365,	169608,	Q3E829	Putative protein of unknown function  mutant in a srs2 mutant background displays MMS hypersensitivity  ortholog of human MHF2, a component of the Fanconi anemia (FA) complex that is involved in maintaining genome stability	YDL160C-A	243	243
YDL160C	chrIV	-	170409	171930	170409	171930	1	170409,	171930,	P39517	Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping, coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation	DHH1	1521	1521
YDL159W-A	chrIV	+	172181	172313	172181	172313	1	172181,	172313,	Q3E774	Putative protein of unknown function  identified by sequence comparison with hemiascomycetous yeast species	YDL159W-A	132	132
YDL159W	chrIV	+	172480	174028	172480	174028	1	172480,	174028,	P06784	Signal transducing MAP kinase kinase involved in pheromone response, where it phosphorylates Fus3p, and in the pseudohyphal/invasive growth pathway, through phosphorylation of Kss1p  phosphorylated by Ste11p, degraded by ubiquitin pathway	STE7	1548	1548
YDL159C-B	chrIV	-	173055	173232	173055	173232	1	173055,	173232,	n/a	Putative protein of unknown function  identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	YDL159C-B	177	177
YDL158C	chrIV	-	173865	174174	173865	174174	1	173865,	174174,	n/a	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data	YDL158C	309	309
YDL157C	chrIV	-	174231	174588	174231	174588	1	174231,	174588,	Q12082	Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	YDL157C	357	357
YDL156W	chrIV	+	174917	176486	174917	176486	1	174917,	176486,	Q12510	Putative protein of unknown function  protein sequence contains three WD domains (WD-40 repeat)  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus  potential regulatory target of Mbp1p, which binds to the YDL156W promoter region	YDL156W	1569	1569
YDL155W	chrIV	+	176772	178056	176772	178056	1	176772,	178056,	P24870	B-type cyclin involved in cell cycle progression  activates Cdc28p to promote the G2/M transition  may be involved in DNA replication and spindle assembly  accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation	CLB3	1284	1284
YDL154W	chrIV	+	178333	181039	178333	181039	1	178333,	181039,	Q12175	Protein of the MutS family, forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis  msh5-Y823H mutation confers tolerance to DNA alkylating agents  homologs present in C. elegans and humans	MSH5	2706	2706
YDL153C	chrIV	-	181185	183018	181185	183018	1	181185,	183018,	Q12136	Essential subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit  disrupts silencing when overproduced  mutant has increased aneuploidy tolerance	SAS10	1833	1833
YDL152W	chrIV	+	182821	183187	182821	183187	1	182821,	183187,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF SAS10/YDL153C, a component of the small ribosomal subunit processosome	YDL152W	366	366
YDL151C	chrIV	-	183317	183899	183317	183899	1	183317,	183899,	n/a	Dubious open reading frame, unlikely to encode a protein  not conserved in closely related Saccharomyces species  96% of ORF overlaps the verified gene RPC53  diploid mutant displays a weak budding pattern phenotype in a systematic assay	BUD30	582	582
YDL150W	chrIV	+	183342	184611	183342	184611	1	183342,	184611,	P25441	RNA polymerase III subunit C53	RPC53	1269	1269
YDL149W	chrIV	+	184924	187918	184924	187918	1	184924,	187918,	Q12142	Transmembrane protein involved in forming Cvt and autophagic vesicles  cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes  may be involved in membrane delivery to the PAS	ATG9	2994	2994
YDL148C	chrIV	-	188153	190586	188153	190586	1	188153,	190586,	Q99207	Nucleolar protein, forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits  also present in the small subunit processome complex, which is required for processing of pre-18S rRNA	NOP14	2433	2433
YDL147W	chrIV	+	190923	192261	190923	192261	1	190923,	192261,	Q12250	Subunit of the COP9 signalosome (CSN) and non-ATPase regulatory subunit of the 26S proteasome lid, similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit, Rpn7p  Rpn5p is an essential protein	RPN5	1338	1338
YDL146W	chrIV	+	192749	194225	192749	194225	1	192749,	194225,	Q12342	Protein involved in the regulation of endocytosis  transiently recruited to actin cortical patches in a SLA1-dependent manner after late coat component assembly  GFP-fusion protein localizes to the periphery, cytoplasm, bud, and bud neck	LDB17	1476	1476
YDL145C	chrIV	-	194570	198176	194570	198176	1	194570,	198176,	P53622	Alpha subunit of COPI vesicle coatomer complex, which surrounds transport vesicles in the early secretory pathway	COP1	3606	3606
YDL144C	chrIV	-	198661	199732	198661	199732	1	198661,	199732,	Q07589	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus  YDL144C is not an essential gene.	YDL144C	1071	1071
YDL143W	chrIV	+	199995	201582	199995	201582	1	199995,	201582,	P39078	Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo	CCT4	1587	1587
YDL142C	chrIV	-	201718	202570	201718	202570	1	201718,	202570,	Q07560	Cardiolipin synthase  produces cardiolipin, which is a phospholipid of the mitochondrial inner membrane that is required for normal mitochondrial membrane potential and function  also required for normal vacuolar ion homeostasis	CRD1	852	852
YDL141W	chrIV	+	203038	205111	203038	205111	1	203038,	205111,	P48445	Biotin:apoprotein ligase, covalently modifies proteins with the addition of biotin, required for acetyl-CoA carboxylase (Acc1p) holoenzyme formation	BPL1	2073	2073
YDL140C	chrIV	-	205359	210561	205359	210561	1	205359,	210561,	P04050	RNA polymerase II largest subunit B220, part of central core  phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors  similar to bacterial beta-prime	RPO21	5202	5202
YDL139C	chrIV	-	211374	212046	211374	212046	1	211374,	212046,	Q12334	Nonhistone component of centromeric chromatin that binds stoichiometrically to CenH3-H4 histones, required for kinetochore assembly  required for G2/M progression and localization of Cse4p  may protect Cse4p from ubiquitylation	SCM3	672	672
YDL138W	chrIV	+	213350	215642	213350	215642	1	213350,	215642,	Q12300	Plasma membrane high glucose sensor that regulates glucose transport  contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters  highly similar to Snf3p	RGT2	2292	2292
YDL137W	chrIV	+	216528	217074	216528	217074	1	216528,	217074,	P19146	ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated formation vesicles in intracellular trafficking within the Golgi  functionally interchangeable with Arf1p	ARF2	546	546
YDL136W	chrIV	+	217599	218367	217599	218367	2	217599,218007,	217602,218367,	P39741	Protein component of the large (60S) ribosomal subunit, identical to Rpl35Ap and has similarity to rat L35 ribosomal protein	RPL35B	768	768
YDL135C	chrIV	-	218679	219288	218679	219288	1	218679,	219288,	Q12434	Rho GDP dissociation inhibitor involved in the localization and regulation of Cdc42p and Rho1p	RDI1	609	609
YDL134C	chrIV	-	219661	220771	219661	220771	1	219661,	220771,	P23594	Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p  methylated at C terminus  forms alternate complexes with several regulatory subunits  involved in signal transduction and regulation of mitosis	PPH21	1110	1110
YDL133C-A	chrIV	-	221723	221801	221723	221801	1	221723,	221801,	P05746	Ribosomal protein L47 of the large (60S) ribosomal subunit, identical to Rpl41Ap and has similarity to rat L41 ribosomal protein  comprised of only 25 amino acids  rpl41a rpl41b double null mutant is viable	RPL41B	78	78
YDL133W	chrIV	+	222426	223740	222426	223740	1	222426,	223740,	Q12516	Regulator of phospholipase D (Spo14p)  interacts with Spo14p and regulates its catalytic activity  capable of buffering the toxicity of C16:0 platelet activating factor, a lipid that accumulates intraneuronally in Alzheimer's patients	YDL133W	1314	1314
YDL132W	chrIV	+	224303	226751	224303	226751	1	224303,	226751,	Q12018	Cullin, structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination  SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation	CDC53	2448	2448
YDL131W	chrIV	+	227392	228715	227392	228715	1	227392,	228715,	Q12122	Homocitrate synthase isozyme, catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway  highly similar to the other isozyme, Lys20p	LYS21	1323	1323
